Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Bihar,India,2022-08-28 08:33:03,25.679658,85.60484,847714,12292,,,,679.2584155859195,,,1.450017340754075,35605,IND,,,4409,8
Chandigarh,India,2022-08-28 08:33:03,30.733839,76.768278,98681,1181,,,,8518.195935511661,,,1.196785602091588,35606,IND,,,2268,12
Chhattisgarh,India,2022-08-28 08:33:03,21.264705,82.035366,1173396,14108,,,,3986.230438265008,,,1.2023221487034217,35607,IND,,,7713,42
Dadra and Nagar Haveli and Daman and Diu,India,2022-08-28 08:33:03,20.194742,73.080901,11574,4,,,,1879.7383243141408,,,0.0345602211854155,35608,IND,,,49,0
Delhi,India,2022-08-28 08:33:03,28.646519,77.10898,1998247,26453,,,,10679.575276942523,,,1.3238103197452566,35609,IND,,,43739,142
Goa,India,2022-08-28 08:33:03,15.359682,74.057396,255825,3960,,,,16127.659574468084,,,1.5479331574318382,35610,IND,,,3785,108
Gujarat,India,2022-08-28 08:33:03,22.694884,71.590923,1269436,11005,,,,1987.456271996297,,,0.866920427654486,35611,IND,,,15207,35
Haryana,India,2022-08-28 08:33:03,29.20004,76.332824,1051025,10678,,,,3726.418994399939,,,1.0159606098808307,35612,IND,,,21602,36
Himachal Pradesh,India,2022-08-28 08:33:03,31.927213,77.233081,310576,4199,,,,4167.711694447967,,,1.3520040183401163,35613,IND,,,11253,38
Jammu and Kashmir,India,2022-08-28 08:33:03,33.75943,76.612638,477304,4782,,,,3507.9580665455464,,,1.0018772103313611,35614,IND,,,13242,12
Jharkhand,India,2022-08-28 08:33:03,23.654536,85.557631,441883,5330,,,,1144.954125968144,,,1.2062016416110146,35615,IND,,,1904,3
Karnataka,India,2022-08-28 08:33:03,14.70518,76.166436,4048482,40229,,,,5992.186278680513,,,0.9936810883684304,35616,IND,,,42811,85
Kerala,India,2022-08-28 08:33:03,10.450898,76.405749,6751095,70791,,,,18910.92530491302,,,1.048585451693392,35617,IND,,,31644,332
Ladakh,India,2022-08-28 08:33:03,34.1526,77.5771,29198,230,,,,10644.97664871723,,,0.7877251866566203,35618,IND,,,326,2
Lakshadweep,India,2022-08-28 08:33:03,13.6999972,72.1833326,11415,52,,,,17717.17704760279,,,0.4555409548839246,35637,IND,,,0,0
Madhya Pradesh,India,2022-08-28 08:33:03,23.541513,78.289633,1053269,10770,,,,1233.9289727798364,,,1.022530806470142,35619,IND,,,3606,14
Maharashtra,India,2022-08-28 08:33:03,19.449759,76.108221,8094845,148224,,,,6573.467112622896,,,1.831091268578953,35620,IND,,,49239,123
Manipur,India,2022-08-28 08:33:03,24.738975,93.882541,139673,2146,,,,4517.902860867301,,,1.536445841358029,35621,IND,,,636,17
Meghalaya,India,2022-08-28 08:33:03,25.536934,91.278882,96404,1617,,,,2863.448292249704,,,1.6773162939297124,35622,IND,,,1018,12
Mizoram,India,2022-08-28 08:33:03,23.309381,92.83822,236843,717,,,,19111.89402571245,,,0.3027321896783945,35623,IND,,,4105,7
Nagaland,India,2022-08-28 08:33:03,26.06702,94.470302,35905,777,,,,1595.9941236478724,,,2.164044005013229,35624,IND,,,130,7
Odisha,India,2022-08-28 08:33:03,20.505428,84.418059,1326672,9171,,,,2861.900166652523,,,0.691278628025616,35625,IND,,,14556,33
Puducherry,India,2022-08-28 08:33:03,11.882658,78.86498,172683,1968,,,,12216.333154586138,,,1.1396605340421466,35626,IND,,,1875,3
Punjab,India,2022-08-28 08:33:03,30.841465,75.40879,782558,17895,,,,2596.2918145765952,,,2.2867314627158626,35627,IND,,,9028,81
Rajasthan,India,2022-08-28 08:33:03,26.583423,73.847973,1307732,9624,,,,1613.8326595579224,,,0.735930603518152,35628,IND,,,13698,46
Sikkim,India,2022-08-28 08:33:03,27.571671,88.472712,43629,486,,,,6320.744193054411,,,1.1139379770336244,35629,IND,,,1513,15
Tamil Nadu,India,2022-08-28 08:33:03,11.006091,78.400624,3566635,38034,,,,4581.933385025709,,,1.0663832996648102,35630,IND,,,23856,2
Telangana,India,2022-08-28 08:33:03,18.1124,79.0193,833776,4111,,,,2118.1863088161667,,,0.4930580875438967,35631,IND,,,14635,0
Tripura,India,2022-08-28 08:33:03,23.746783,91.743565,107708,938,,,,2583.053263542516,,,0.8708731013480893,35632,IND,,,1186,8
Unknown,India,2022-08-28 08:33:03,,,0,0,,,,,,,,35636,IND,,,0,0
Uttar Pradesh,India,2022-08-28 08:33:03,26.925425,80.560982,2121632,23601,,,,891.8814932862401,,,1.1123983801149304,35633,IND,,,19513,34
Uttarakhand,India,2022-08-28 08:33:03,30.156447,79.197608,448023,7736,,,,3982.12296342199,,,1.726697066891655,35634,IND,,,5307,28
West Bengal,India,2022-08-28 08:33:03,23.814082,87.979803,2106302,21457,,,,2114.563536299416,,,1.0187048201065183,35635,IND,,,13422,98
Abruzzo,Italy,2022-08-28 08:33:03,42.35122196,13.39843823,536612,3626,,,,40913.40215617805,,,0.6757210051210185,38013,ITA,,,30825,87
Basilicata,Italy,2022-08-28 08:33:03,40.63947052,15.80514834,177938,979,,,,31612.684301320554,,,0.5501916397846441,38017,ITA,,,7711,8
Calabria,Italy,2022-08-28 08:33:03,38.90597598,16.59440194,533888,2937,,,,27419.213191100134,,,0.550115380004795,38018,ITA,,,38949,121
Campania,Italy,2022-08-28 08:33:03,40.83956555,14.25084984,2175745,11068,,,,37501.9046167911,,,0.508699319083808,38015,ITA,,,70498,214
Emilia-Romagna,Italy,2022-08-28 08:33:03,44.49436681,11.3417208,1815610,17864,,,,40713.51864803877,,,0.9839117431607008,38008,ITA,,,59676,371
Friuli Venezia Giulia,Italy,2022-08-28 08:33:03,45.6494354,13.76813649,473755,5353,,,,38985.1220355162,,,1.12990891916708,38006,ITA,,,21205,100
Lazio,Italy,2022-08-28 08:33:03,41.89277044,12.48366722,2012400,11972,,,,34229.83384140585,,,0.5949115483999204,38012,ITA,,,63199,229
Liguria,Italy,2022-08-28 08:33:03,44.41149315,8.9326992,558195,5532,,,,35997.717071660736,,,0.9910515142557708,38007,ITA,,,24186,92
Lombardia,Italy,2022-08-28 08:33:03,45.46679409,9.190347404,3462011,42189,,,,34411.664781751024,,,1.2186269772106444,38003,ITA,,,95354,654
Marche,Italy,2022-08-28 08:33:03,43.61675973,13.5188753,602119,4090,,,,39476.19800022422,,,0.6792677195039519,38011,ITA,,,28351,68
Molise,Italy,2022-08-28 08:33:03,41.55774754,14.65916051,86880,669,,,,28427.737985779582,,,0.7700276243093923,38014,ITA,,,4850,17
P.A. Bolzano,Italy,2022-08-28 08:33:03,46.49933453,11.35662422,254472,1528,,,,47804.50783178476,,,0.60045898959414,38041,ITA,,,7728,21
P.A. Trento,Italy,2022-08-28 08:33:03,46.06893511,11.12123097,202803,1590,,,,37457.74983469334,,,0.7840120708273546,38042,ITA,,,8841,8
Piemonte,Italy,2022-08-28 08:33:03,45.0732745,7.680687483,1424832,13595,,,,32706.593462592788,,,0.9541475766967614,38001,ITA,,,43748,62
Puglia,Italy,2022-08-28 08:33:03,41.12559576,16.86736689,1449163,8975,,,,35967.83164679144,,,0.6193230161134393,38016,ITA,,,53730,162
Sardegna,Italy,2022-08-28 08:33:03,39.21531192,9.110616306,437451,2700,,,,26680.49531864959,,,0.6172119848851643,38020,ITA,,,20900,101
Sicilia,Italy,2022-08-28 08:33:03,38.11569725,13.3623567,1615157,12056,,,,32303.84422380408,,,0.7464289849222088,38019,ITA,,,60271,400
Toscana,Italy,2022-08-28 08:33:03,43.76923077,11.25588885,1373085,10631,,,,36815.47366086977,,,0.7742419442350619,38009,ITA,,,36628,215
Umbria,Italy,2022-08-28 08:33:03,43.10675841,12.38824698,364334,2064,,,,41307.00725044359,,,0.5665131445322149,38010,ITA,,,14501,97
Valle d'Aosta,Italy,2022-08-28 08:33:03,45.73750286,7.320149366,43476,547,,,,34596.47000779845,,,1.2581654246020793,38002,ITA,,,1599,2
Veneto,Italy,2022-08-28 08:33:03,45.43490485,12.33845213,2188936,15341,,,,44618.8573895595,,,0.7008427838913518,38005,ITA,,,93339,274
Aichi,Japan,2022-08-28 08:33:03,35.035551,137.211621,1169881,2566,,,,15490.51877198272,,,0.2193385481087392,39201,JPN,,,385817,407
Akita,Japan,2022-08-28 08:33:03,39.748679,140.408228,77499,86,,,,8018.603399931711,,,0.1109691737957909,39202,JPN,,,32822,7
Aomori,Japan,2022-08-28 08:33:03,40.781541,140.828896,135175,203,,,,10845.486616745737,,,0.1501756981690401,39203,JPN,,,45061,64
Chiba,Japan,2022-08-28 08:33:03,35.510141,140.198917,825513,2203,,,,13188.410613060523,,,0.2668643619179831,39204,JPN,,,213268,342
Ehime,Japan,2022-08-28 08:33:03,33.624835,132.856842,132020,246,,,,9858.0138364639,,,0.186335403726708,39205,JPN,,,61692,96
Fukui,Japan,2022-08-28 08:33:03,35.846614,136.224654,92405,73,,,,12032.88811451981,,,0.0790000541096261,39206,JPN,,,36582,19
Fukuoka,Japan,2022-08-28 08:33:03,33.526032,130.666949,956526,1674,,,,18741.89187838812,,,0.1750083113266131,39207,JPN,,,314286,316
Fukushima,Japan,2022-08-28 08:33:03,37.378867,140.223295,145859,242,,,,7903.413619691805,,,0.1659136563393414,39208,JPN,,,59711,13
Gifu,Japan,2022-08-28 08:33:03,35.778671,137.055925,239608,466,,,,12061.28903491264,,,0.1944843243965143,39209,JPN,,,93056,98
Gunma,Japan,2022-08-28 08:33:03,36.504479,138.985605,196753,413,,,,10129.08400499162,,,0.2099078540098499,39210,JPN,,,65394,71
Hiroshima,Japan,2022-08-28 08:33:03,34.605309,132.788719,347746,631,,,,12401.00036481292,,,0.181454279847935,39211,JPN,,,136917,114
Hokkaido,Japan,2022-08-28 08:33:03,43.385711,142.552318,631965,2378,,,,12037.316223143822,,,0.3762866614448585,39212,JPN,,,180408,242
Hyogo,Japan,2022-08-28 08:33:03,35.039913,134.828057,877099,2593,,,,16045.893026038246,,,0.2956336741918529,39213,JPN,,,282481,280
Ibaraki,Japan,2022-08-28 08:33:03,36.303588,140.319591,306601,564,,,,10719.164061759804,,,0.1839524332927811,39214,JPN,,,101870,87
Ishikawa,Japan,2022-08-28 08:33:03,36.769464,136.771027,131400,223,,,,11550.135410834097,,,0.169710806697108,39215,JPN,,,49846,22
Iwate,Japan,2022-08-28 08:33:03,39.593287,141.361777,87601,153,,,,7140.516589284783,,,0.1746555404618668,39216,JPN,,,33947,46
Kagawa,Japan,2022-08-28 08:33:03,34.217292,133.969047,116662,236,,,,12198.710300759034,,,0.2022938060379558,39217,JPN,,,47792,91
Kagoshima,Japan,2022-08-28 08:33:03,31.009484,130.430665,247230,402,,,,15429.954820433222,,,0.1626016260162601,39218,JPN,,,103230,168
Kanagawa,Japan,2022-08-28 08:33:03,35.415312,139.338983,1328642,2724,,,,14444.48019996808,,,0.2050213676821898,39219,JPN,,,317393,407
Kochi,Japan,2022-08-28 08:33:03,33.422519,133.367307,80132,219,,,,11479.75227390266,,,0.2732990565566814,39220,JPN,,,37260,100
Kumamoto,Japan,2022-08-28 08:33:03,32.608154,130.745231,284780,519,,,,16295.79867324114,,,0.1822459442376571,39221,JPN,,,100825,145
Kyoto,Japan,2022-08-28 08:33:03,35.253815,135.443341,413566,876,,,,16011.33894215041,,,0.2118162518195402,39222,JPN,,,129956,108
Mie,Japan,2022-08-28 08:33:03,34.508018,136.376013,205995,444,,,,11567.0212849588,,,0.2155392121167989,39223,JPN,,,82665,108
Miyagi,Japan,2022-08-28 08:33:03,38.446859,140.927086,216918,290,,,,9405.189551523716,,,0.133691072202399,39224,JPN,,,85529,78
Miyazaki,Japan,2022-08-28 08:33:03,32.193204,131.299374,161891,262,,,,15083.466800086837,,,0.1618372855810391,39225,JPN,,,70664,94
Nagano,Japan,2022-08-28 08:33:03,36.132134,138.045528,166312,265,,,,8117.571835083147,,,0.1593390735485112,39226,JPN,,,62220,56
Nagasaki,Japan,2022-08-28 08:33:03,33.235712,129.608033,176848,238,,,,13331.68491486019,,,0.1345788473717542,39227,JPN,,,80184,93
Nara,Japan,2022-08-28 08:33:03,34.317451,135.871644,188589,463,,,,14178.312832722988,,,0.2455074262019524,39228,JPN,,,63614,57
Niigata,Japan,2022-08-28 08:33:03,37.521819,138.918647,186900,119,,,,8407.156473870342,,,0.0636704119850187,39229,JPN,,,81481,26
Oita,Japan,2022-08-28 08:33:03,33.200697,131.43324,148330,264,,,,13063.727173926443,,,0.1779815276747792,39230,JPN,,,58099,76
Okayama,Japan,2022-08-28 08:33:03,34.89246,133.826252,221495,346,,,,11721.879819177322,,,0.1562112011557823,39231,JPN,,,86677,88
Okinawa,Japan,2022-08-28 08:33:03,25.768923,126.668016,465534,593,,,,32035.800402981626,,,0.1273805994836037,39232,JPN,,,111133,86
Osaka,Japan,2022-08-28 08:33:03,34.620965,135.507481,1870792,5941,,,,21236.404947781128,,,0.3175660362028488,39233,JPN,,,516125,599
Port Quarantine,Japan,2022-08-28 08:33:03,,,4463,4,,,,,,,0.0896258122339233,39248,JPN,,,0,0
Saga,Japan,2022-08-28 08:33:03,33.286977,130.115738,135744,190,,,,16661.613750151893,,,0.1399693540782649,39234,JPN,,,49123,57
Saitama,Japan,2022-08-28 08:33:03,35.997101,139.347635,1038380,2025,,,,14128.209164654903,,,0.1950153123134112,39235,JPN,,,287942,345
Shiga,Japan,2022-08-28 08:33:03,35.215827,136.138064,194774,284,,,,13775.237049866932,,,0.1458100157105157,39236,JPN,,,69365,52
Shimane,Japan,2022-08-28 08:33:03,35.07076,132.554064,67236,76,,,,9970.549243266809,,,0.113034683800345,39237,JPN,,,25148,34
Shizuoka,Japan,2022-08-28 08:33:03,34.916975,138.407784,409266,628,,,,11232.684365263558,,,0.1534454364643044,39238,JPN,,,151851,180
Tochigi,Japan,2022-08-28 08:33:03,36.689912,139.819213,188983,419,,,,9771.663762480675,,,0.2217130641380441,39239,JPN,,,63580,125
Tokushima,Japan,2022-08-28 08:33:03,33.919178,134.242091,72921,118,,,,10016.937348295343,,,0.16181895475926,39240,JPN,,,38036,27
Tokyo,Japan,2022-08-28 08:33:03,35.711343,139.446921,2870490,5214,,,,20620.35407365296,,,0.1816414619106842,39241,JPN,,,735240,553
Tottori,Japan,2022-08-28 08:33:03,35.359069,133.863619,51735,51,,,,9312.259026060285,,,0.098579298347347,39242,JPN,,,23760,28
Toyama,Japan,2022-08-28 08:33:03,36.637464,137.269346,102465,132,,,,9819.339110035247,,,0.1288244766505636,39243,JPN,,,44336,30
Unknown,Japan,2022-08-28 08:33:03,,,8,0,,,,,,,0.0,39249,JPN,,,0,0
Wakayama,Japan,2022-08-28 08:33:03,33.911879,135.505446,111334,196,,,,12036.9799758469,,,0.1760468500188621,39244,JPN,,,46449,65
Yamagata,Japan,2022-08-28 08:33:03,38.448396,140.102154,77192,143,,,,7162.887202528427,,,0.1852523577572805,39245,JPN,,,35872,40
Yamaguchi,Japan,2022-08-28 08:33:03,34.20119,131.573293,132758,313,,,,9773.57590463626,,,0.2357673360550776,39246,JPN,,,61229,116
Yamanashi,Japan,2022-08-28 08:33:03,35.612364,138.611489,82214,118,,,,10137.911304682377,,,0.1435278663001435,39247,JPN,,,32789,43
Johor,Malaysia,2022-08-28 08:33:03,1.4854,103.7618,391661,4601,,,,10393.848521840666,,,1.1747404004994115,45801,MYS,,,3004,46
Kedah,Malaysia,2022-08-28 08:33:03,6.1184,100.3685,307379,2684,,,,14061.896701587446,,,0.8731891248263545,45802,MYS,,,3039,18
Kelantan,Malaysia,2022-08-28 08:33:03,6.1254,102.2381,251668,1422,,,,13300.285382094917,,,0.5650301190457269,45803,MYS,,,2076,1
Melaka,Malaysia,2022-08-28 08:33:03,2.1896,102.2501,132759,1176,,,,14233.83724670312,,,0.8858156509163221,45804,MYS,,,3551,22
Negeri Sembilan,Malaysia,2022-08-28 08:33:03,2.7258,101.9424,218907,1502,,,,19336.36604540235,,,0.6861361217320597,45805,MYS,,,5549,15
Pahang,Malaysia,2022-08-28 08:33:03,3.8126,103.3256,175934,999,,,,10490.370282034464,,,0.5678265713278843,45806,MYS,,,1918,11
Perak,Malaysia,2022-08-28 08:33:03,4.5921,101.0901,222008,2005,,,,8829.813466968937,,,0.9031206082663688,45807,MYS,,,7184,34
Perlis,Malaysia,2022-08-28 08:33:03,6.4449,100.2048,18179,189,,,,7140.219952867243,,,1.039661147477859,45808,MYS,,,292,1
Pulau Pinang,Malaysia,2022-08-28 08:33:03,5.4141,100.3288,294547,2017,,,,16569.925742574258,,,0.684780357633926,45809,MYS,,,4010,9
Sabah,Malaysia,2022-08-28 08:33:03,5.9788,116.0753,389061,3146,,,,9963.915281583731,,,0.808613559313321,45810,MYS,,,7767,10
Sarawak,Malaysia,2022-08-28 08:33:03,1.5533,110.3592,312532,1755,,,,11090.167133884532,,,0.5615424980481999,45811,MYS,,,2891,9
Selangor,Malaysia,2022-08-28 08:33:03,3.0738,101.5183,1457938,10804,,,,22286.15539827879,,,0.7410466014329827,45812,MYS,,,30538,44
Terengganu,Malaysia,2022-08-28 08:33:03,5.3117,103.1324,128611,877,,,,10288.056955443564,,,0.6819012370637038,45813,MYS,,,1251,3
Unknown,Malaysia,2022-08-28 08:33:03,,,0,0,,,,,,,,45817,MYS,,,0,0
W.P. Kuala Lumpur,Malaysia,2022-08-28 08:33:03,3.139,101.6869,424298,2831,,,,23858.41205578048,,,0.6672197370715864,45814,MYS,,,21272,9
W.P. Labuan,Malaysia,2022-08-28 08:33:03,5.2831,115.2308,22128,155,,,,22261.569416498995,,,0.700469992769342,45815,MYS,,,252,0
W.P. Putrajaya,Malaysia,2022-08-28 08:33:03,2.9264,101.6964,26393,33,,,,25040.79696394687,,,0.1250331527298905,45816,MYS,,,2139,4
Aguascalientes,Mexico,2022-08-28 08:33:03,21.8853,-102.2916,83081,3538,,,,5791.089719684798,,,4.258494722018272,48401,MEX,,,4821,8
Baja California,Mexico,2022-08-28 08:33:03,30.8406,-115.2838,160863,12398,,,,4425.552729837782,,,7.707179401105288,48402,MEX,,,7578,46
Baja California Sur,Mexico,2022-08-28 08:33:03,26.0444,-111.6661,123549,2732,,,,15353.271000164035,,,2.211268403629329,48403,MEX,,,3647,23
Campeche,Mexico,2022-08-28 08:33:03,19.8301,-90.5349,42691,2275,,,,4266.46758949728,,,5.328992059216228,48404,MEX,,,1072,6
Chiapas,Mexico,2022-08-28 08:33:03,16.7569,-93.1292,45582,2429,,,,795.4464347571455,,,5.328857882497477,48405,MEX,,,2932,6
Chihuahua,Mexico,2022-08-28 08:33:03,28.633,-106.0691,162578,10103,,,,4276.694882818223,,,6.2142479302242615,48406,MEX,,,11258,61
Ciudad de Mexico,Mexico,2022-08-28 08:33:03,19.4326,-99.1332,1719273,43470,,,,19063.540032898512,,,2.52839426897299,48407,MEX,,,55487,203
Coahuila,Mexico,2022-08-28 08:33:03,27.0587,-101.7068,178975,8933,,,,5560.440174976388,,,4.99119988825255,48408,MEX,,,8046,64
Colima,Mexico,2022-08-28 08:33:03,19.1223,-104.0072,66942,2238,,,,8525.981560281882,,,3.3431926145021063,48409,MEX,,,1669,19
Durango,Mexico,2022-08-28 08:33:03,24.5593,-104.6588,78854,3666,,,,4219.056648596359,,,4.649098333629238,48410,MEX,,,2497,10
Guanajuato,Mexico,2022-08-28 08:33:03,21.019,-101.2574,348698,15043,,,,5598.718725790461,,,4.314048259525435,48411,MEX,,,22765,96
Guerrero,Mexico,2022-08-28 08:33:03,17.4392,-99.5451,115426,6826,,,,3156.261553034032,,,5.913745603243637,48412,MEX,,,4358,35
Hidalgo,Mexico,2022-08-28 08:33:03,20.0911,-98.7624,116631,8518,,,,3778.8514437790914,,,7.303375603398753,48413,MEX,,,6690,59
Jalisco,Mexico,2022-08-28 08:33:03,20.6595,-103.3494,280510,19927,,,,3335.5557688015483,,,7.103846565184842,48414,MEX,,,9936,81
Mexico,Mexico,2022-08-28 08:33:03,19.4969,-99.7233,693713,47782,,,,3980.498961715743,,,6.887862848180732,48415,MEX,,,27018,210
Michoacan,Mexico,2022-08-28 08:33:03,19.5665,-101.7068,108817,8943,,,,2255.0871937896973,,,8.218384994991592,48416,MEX,,,4109,54
Morelos,Mexico,2022-08-28 08:33:03,18.6813,-99.1013,88204,5330,,,,4315.141742553294,,,6.042809849893429,48417,MEX,,,7565,34
Nayarit,Mexico,2022-08-28 08:33:03,21.7514,-104.8455,71578,3235,,,,5554.835550388764,,,4.519545111626478,48418,MEX,,,2261,20
Nuevo Leon,Mexico,2022-08-28 08:33:03,25.5922,-99.9962,396127,15307,,,,7060.894774171044,,,3.86416477543818,48419,MEX,,,19476,126
Oaxaca,Mexico,2022-08-28 08:33:03,17.0732,-96.7266,147293,6312,,,,3554.716884597498,,,4.285336030904388,48420,MEX,,,8724,49
Puebla,Mexico,2022-08-28 08:33:03,19.0414,-98.2063,206149,16629,,,,3121.3646675552595,,,8.066495592993418,48421,MEX,,,10232,84
Queretaro,Mexico,2022-08-28 08:33:03,20.5888,-100.3899,175628,6291,,,,7704.209047317621,,,3.5820028697018698,48422,MEX,,,7875,55
Quintana Roo,Mexico,2022-08-28 08:33:03,19.1817,-88.4791,111432,4418,,,,6466.352417135207,,,3.964749802570177,48423,MEX,,,1025,9
San Luis Potosi,Mexico,2022-08-28 08:33:03,22.1565,-100.9855,233997,7587,,,,8164.180281367776,,,3.24234926088796,48424,MEX,,,15174,43
Sinaloa,Mexico,2022-08-28 08:33:03,25.1721,-107.4795,172940,9890,,,,5478.551158592873,,,5.718746386029837,48425,MEX,,,9440,49
Sonora,Mexico,2022-08-28 08:33:03,29.2972,-110.3309,192619,10268,,,,6264.5520197609885,,,5.330730613283217,48426,MEX,,,6462,39
Tabasco,Mexico,2022-08-28 08:33:03,17.8409,-92.6189,212908,6122,,,,8276.99241958615,,,2.8754203693614144,48427,MEX,,,2763,36
Tamaulipas,Mexico,2022-08-28 08:33:03,24.2669,-98.8363,174193,8168,,,,4771.623967772986,,,4.689051798866775,48428,MEX,,,5603,69
Tlaxcala,Mexico,2022-08-28 08:33:03,19.3139,-98.2404,55966,3116,,,,4055.474920127448,,,5.567666082978952,48429,MEX,,,3692,14
Unknown,Mexico,2022-08-28 08:33:03,,,0,0,,,,,,,,48433,MEX,,,0,0
Veracruz,Mexico,2022-08-28 08:33:03,19.1738,-96.1342,221690,16981,,,,2595.943587847204,,,7.659795209526817,48430,MEX,,,9123,100
Yucatan,Mexico,2022-08-28 08:33:03,20.7099,-89.0943,136026,6907,,,,6021.252730071914,,,5.077705732727567,48431,MEX,,,2629,29
Zacatecas,Mexico,2022-08-28 08:33:03,22.7709,-102.5832,78657,3907,,,,4720.101582668537,,,4.967135792110048,48432,MEX,,,3816,27
Aruba,Netherlands,2022-08-28 08:33:03,12.5211,-69.9683,42750,227,,,,40040.83697057115,,,0.5309941520467836,533,ABW,,,670,3
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-08-28 08:33:03,12.1784,-68.2385,11173,38,,,,42610.88440562908,,,0.3401056117425937,535,BES,,,339,1
Curacao,Netherlands,2022-08-28 08:33:03,12.1696,-68.99,45277,286,,,,27591.102985984155,,,0.6316672924442874,531,CUW,,,214,4
Drenthe,Netherlands,2022-08-28 08:33:03,52.862485,6.618435,210578,458,,,,42654.583314765376,,,0.2174966045835747,52801,NLD,,,1052,0
Flevoland,Netherlands,2022-08-28 08:33:03,52.550383,5.515162,191233,336,,,,45206.50275045447,,,0.1757018924557999,52802,NLD,,,1132,0
Friesland,Netherlands,2022-08-28 08:33:03,53.087337,5.7925,286190,619,,,,44032.1436648886,,,0.2162898773542052,52803,NLD,,,1398,0
Gelderland,Netherlands,2022-08-28 08:33:03,52.061738,5.939114,1023668,2868,,,,49074.37946798392,,,0.280168961030334,52804,NLD,,,6904,28
Groningen,Netherlands,2022-08-28 08:33:03,53.217922,6.741514,257603,360,,,,43969.61079837369,,,0.1397499252726094,52805,NLD,,,1307,1
Limburg,Netherlands,2022-08-28 08:33:03,51.209227,5.93387,547781,2182,,,,49031.55296137401,,,0.3983343708525853,52806,NLD,,,3734,4
Noord-Brabant,Netherlands,2022-08-28 08:33:03,51.561174,5.184942,1274395,3735,,,,49723.65882350646,,,0.2930802459206133,52807,NLD,,,7448,13
Noord-Holland,Netherlands,2022-08-28 08:33:03,52.600906,4.918688,1379883,3437,,,,47920.47443903113,,,0.2490790885893949,52808,NLD,,,7946,21
Overijssel,Netherlands,2022-08-28 08:33:03,52.444558,6.441722,584809,1438,,,,50310.21863273245,,,0.2458922485803057,52809,NLD,,,2955,11
Sint Maarten,Netherlands,2022-08-28 08:33:03,18.0425,-63.0548,10826,87,,,,25246.023972762465,,,0.803620912617772,534,SXM,,,85,0
Unknown,Netherlands,2022-08-28 08:33:03,,,0,0,,,,,,,,52813,NLD,,,0,0
Utrecht,Netherlands,2022-08-28 08:33:03,52.084251,5.163824,690045,1549,,,,50932.0699067192,,,0.2244781137462049,52810,NLD,,,4157,3
Zeeland,Netherlands,2022-08-28 08:33:03,51.47936,3.861559,175288,395,,,,45708.86181575434,,,0.2253434348044361,52811,NLD,,,1236,3
Zuid-Holland,Netherlands,2022-08-28 08:33:03,51.937835,4.462114,1759418,5217,,,,47440.34021661522,,,0.2965185078247466,52812,NLD,,,10420,18
Cook Islands,New Zealand,2022-08-28 08:33:03,-21.2367,-159.7777,6265,1,,,,35884.07125264906,,,0.0159616919393455,184,COK,,,223,0
Azad Jammu and Kashmir,Pakistan,2022-08-28 08:33:03,34.027401,73.947253,44228,793,,,,1093.3003342590016,,,1.7929818214705615,58601,PAK,,,615,0
Balochistan,Pakistan,2022-08-28 08:33:03,28.328492,65.898403,35938,378,,,,291.1277721864021,,,1.0518114530580445,58602,PAK,,,153,0
Gilgit-Baltistan,Pakistan,2022-08-28 08:33:03,35.792146,74.982138,12016,191,,,,1185.4962193562644,,,1.5895472703062583,58603,PAK,,,146,0
Islamabad,Pakistan,2022-08-28 08:33:03,33.665087,73.121219,139010,1030,,,,6927.735461274253,,,0.7409538882094814,58604,PAK,,,1679,3
Khyber Pakhtunkhwa,Pakistan,2022-08-28 08:33:03,34.485332,72.09169,223380,6347,,,,731.832666844039,,,2.841346584295819,58605,PAK,,,2120,18
Punjab,Pakistan,2022-08-28 08:33:03,30.811346,72.139132,520697,13608,,,,473.3073737241466,,,2.6134200888424552,58606,PAK,,,7865,21
Sindh,Pakistan,2022-08-28 08:33:03,26.009446,68.776807,593184,8227,,,,1238.7406929838503,,,1.386922101742461,58607,PAK,,,2550,49
Amazonas,Peru,2022-08-28 08:33:03,-5.077253,-78.050172,49325,1366,,,,11556.935332708528,,,2.769386720729853,60401,PER,,,1251,13
Ancash,Peru,2022-08-28 08:33:03,-9.407125,-77.671795,146092,7310,,,,12374.385905471794,,,5.003696300961038,60402,PER,,,6175,64
Apurimac,Peru,2022-08-28 08:33:03,-14.027713,-72.975378,43810,1667,,,,10171.813327141865,,,3.805067336224606,60403,PER,,,2928,20
Arequipa,Peru,2022-08-28 08:33:03,-15.843524,-72.475539,264136,10517,,,,17639.642046213437,,,3.981660962534452,60404,PER,,,18353,114
Ayacucho,Peru,2022-08-28 08:33:03,-14.091648,-74.08344,52997,2368,,,,7931.3079916192755,,,4.4681774440062645,60405,PER,,,2374,21
Cajamarca,Peru,2022-08-28 08:33:03,-6.430284,-78.745596,108533,4529,,,,7465.983352823829,,,4.172924364018317,60406,PER,,,5187,39
Callao,Peru,2022-08-28 08:33:03,-11.954609,-77.136042,158505,10585,,,,14028.232586954598,,,6.678022775306773,60407,PER,,,5169,34
