Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Cusco,Peru,2022-08-28 08:33:03,-13.191068,-72.153609,133550,5273,,,,9840.837079065655,,,3.948333957319356,60408,PER,,,6173,53
Huancavelica,Peru,2022-08-28 08:33:03,-13.023888,-75.00277,28490,1296,,,,7799.069258143992,,,4.548964548964549,60409,PER,,,1701,13
Huanuco,Peru,2022-08-28 08:33:03,-9.421676,-76.040642,57546,2943,,,,7568.854399579113,,,5.114169533938067,60410,PER,,,2268,35
Ica,Peru,2022-08-28 08:33:03,-14.235097,-75.574821,114569,9003,,,,11748.256767842491,,,7.858146619067985,60411,PER,,,6977,31
Junin,Peru,2022-08-28 08:33:03,-11.541783,-74.876968,144506,7580,,,,10613.734851266983,,,5.245456936044178,60412,PER,,,9252,69
La Libertad,Peru,2022-08-28 08:33:03,-7.92139,-78.370238,166556,10965,,,,8258.429194763983,,,6.583371358582099,60413,PER,,,11398,68
Lambayeque,Peru,2022-08-28 08:33:03,-6.353049,-79.824113,117883,9300,,,,8993.21025328044,,,7.889178253013581,60414,PER,,,7043,38
Lima,Peru,2022-08-28 08:33:03,-11.766533,-76.604498,1877829,94146,,,,17667.864703391824,,,5.013555547390098,60415,PER,,,120405,491
Loreto,Peru,2022-08-28 08:33:03,-4.124847,-74.424115,62345,4415,,,,6067.049435578046,,,7.081562274440612,60416,PER,,,1419,11
Madre de Dios,Peru,2022-08-28 08:33:03,-11.972699,-70.53172,20305,871,,,,11682.968929804372,,,4.289583846343265,60417,PER,,,511,9
Moquegua,Peru,2022-08-28 08:33:03,-16.860271,-70.839046,58056,1663,,,,30127.659574468085,,,2.864475678655092,60418,PER,,,4127,20
Pasco,Peru,2022-08-28 08:33:03,-10.39655,-75.307635,27003,1125,,,,9931.22471496874,,,4.1662037551383175,60419,PER,,,1520,12
Piura,Peru,2022-08-28 08:33:03,-5.133361,-80.335861,169233,13176,,,,8263.330078125,,,7.785715551931361,60420,PER,,,6995,47
Puno,Peru,2022-08-28 08:33:03,-14.995827,-69.922726,72573,4879,,,,5862.116316639742,,,6.722885921761537,60421,PER,,,4243,46
San Martin,Peru,2022-08-28 08:33:03,-7.039531,-76.729127,66795,3196,,,,7424.966651845265,,,4.7847892806347785,60422,PER,,,2474,18
Tacna,Peru,2022-08-28 08:33:03,-17.644161,-70.27756,59406,2171,,,,16012.398921832884,,,3.654513012153655,60423,PER,,,2769,20
Tumbes,Peru,2022-08-28 08:33:03,-3.857496,-80.545255,31174,1713,,,,12395.228628230616,,,5.494963751844486,60424,PER,,,2350,14
Ucayali,Peru,2022-08-28 08:33:03,-9.621718,-73.444929,42787,3285,,,,7263.113223561365,,,7.677565615724402,60425,PER,,,1843,14
Unknown,Peru,2022-08-28 08:33:03,,,23526,260,,,,,,,1.105160248235994,60426,PER,,,-35749,47
Adygea Republic,Russia,2022-08-28 08:33:03,44.6939006,40.1520421,50530,1004,,,,11145.274562394128,,,1.986938452404512,64301,RUS,,,911,1
Altai Krai,Russia,2022-08-28 08:33:03,52.6932243,82.6931424,278714,8716,,,,11859.766476034858,,,3.127220017652504,64302,RUS,,,6595,17
Altai Republic,Russia,2022-08-28 08:33:03,50.7114101,86.8572186,37109,622,,,,17017.559145751457,,,1.6761432536581422,64303,RUS,,,2119,0
Amur Oblast,Russia,2022-08-28 08:33:03,52.8032368,128.437295,111769,764,,,,13998.702443814314,,,0.6835526845547513,64304,RUS,,,2488,0
Arkhangelsk Oblast,Russia,2022-08-28 08:33:03,63.5589686,43.1221646,242031,1768,,,,20954.55694580564,,,0.7304849378798584,64305,RUS,,,8496,1
Astrakhan Oblast,Russia,2022-08-28 08:33:03,47.1878186,47.608851,123595,3046,,,,12146.761617039176,,,2.4645009911404183,64306,RUS,,,3774,20
Bashkortostan Republic,Russia,2022-08-28 08:33:03,54.8573563,57.1439682,297061,5784,,,,7310.843692541985,,,1.94707484321402,64307,RUS,,,5081,10
Belgorod Oblast,Russia,2022-08-28 08:33:03,50.7080119,37.5837615,138147,2282,,,,8913.422751239454,,,1.6518635945767914,64308,RUS,,,5867,0
Bryansk Oblast,Russia,2022-08-28 08:33:03,52.8873315,33.415853,169114,4057,,,,13965.030033476964,,,2.398973473514907,64309,RUS,,,5861,14
Buryatia Republic,Russia,2022-08-28 08:33:03,52.7182426,109.492143,142619,3049,,,,14486.27795931178,,,2.13786381898625,64310,RUS,,,4784,13
Chechen Republic,Russia,2022-08-28 08:33:03,43.3976147,45.6985005,45229,1076,,,,3147.5016023176368,,,2.37900462092905,64311,RUS,,,601,0
Chelyabinsk Oblast,Russia,2022-08-28 08:33:03,54.4223954,61.1865846,344671,7854,,,,9867.376116364105,,,2.2786947552883765,64312,RUS,,,7896,28
Chukotka Autonomous Okrug,Russia,2022-08-28 08:33:03,66.0006475,169.4900869,6095,42,,,,12351.05779362892,,,0.6890894175553732,64313,RUS,,,283,0
Chuvashia Republic,Russia,2022-08-28 08:33:03,55.4259922,47.0849429,87233,4661,,,,7085.679102798516,,,5.343161418270609,64314,RUS,,,5062,8
Dagestan Republic,Russia,2022-08-28 08:33:03,43.0574916,47.1332224,97074,3599,,,,3168.330404045844,,,3.7074808908667616,64315,RUS,,,3467,5
Ingushetia Republic,Russia,2022-08-28 08:33:03,43.11542075,45.01713552,41573,550,,,,8518.306788541173,,,1.3229740456546315,64316,RUS,,,367,0
Irkutsk Oblast,Russia,2022-08-28 08:33:03,56.6370122,104.719221,311139,8515,,,,12941.504328891791,,,2.736718958407657,64317,RUS,,,12770,14
Ivanovo Oblast,Russia,2022-08-28 08:33:03,56.9167446,41.4352137,114866,3152,,,,11320.795627243391,,,2.744066999808473,64318,RUS,,,1722,8
Jewish Autonomous Okrug,Russia,2022-08-28 08:33:03,48.57527615,132.6630746,19881,556,,,,12271.161751453576,,,2.796640008047885,64319,RUS,,,599,1
Kabardino-Balkarian Republic,Russia,2022-08-28 08:33:03,43.4806048,43.5978976,65219,1891,,,,7532.558429618815,,,2.8994618132752725,64320,RUS,,,2769,7
Kaliningrad Oblast,Russia,2022-08-28 08:33:03,54.7293041,21.1489473,176149,1946,,,,17710.554705966926,,,1.1047465497959117,64321,RUS,,,5487,11
Kalmykia Republic,Russia,2022-08-28 08:33:03,46.2313018,45.3275745,55179,843,,,,20035.001978846318,,,1.5277551242320448,64322,RUS,,,2810,0
Kaluga Oblast,Russia,2022-08-28 08:33:03,54.4382773,35.5272854,109348,1453,,,,10804.540460211689,,,1.3287851629659435,64323,RUS,,,3995,0
Kamchatka Krai,Russia,2022-08-28 08:33:03,57.1914882,160.0383819,41799,617,,,,13246.10133826852,,,1.476111868704993,64324,RUS,,,1355,0
Karachay-Cherkess Republic,Russia,2022-08-28 08:33:03,43.7368326,41.7267991,46929,984,,,,10064.01389648406,,,2.096784504251102,64325,RUS,,,731,0
Karelia Republic,Russia,2022-08-28 08:33:03,62.6194031,33.4920267,142425,1524,,,,22880.106155338934,,,1.0700368615060558,64326,RUS,,,3944,3
Kemerovo Oblast,Russia,2022-08-28 08:33:03,54.5335781,87.342861,177078,2572,,,,6570.912141815749,,,1.4524672743084968,64327,RUS,,,9491,56
Khabarovsk Krai,Russia,2022-08-28 08:33:03,51.6312684,136.121524,208323,1560,,,,15683.406333800596,,,0.7488371423222592,64328,RUS,,,4177,0
Khakassia Republic,Russia,2022-08-28 08:33:03,53.72258845,91.44293627,91513,2416,,,,17025.262644810453,,,2.6400620676843727,64329,RUS,,,3052,1
Khanty-Mansi Autonomous Okrug,Russia,2022-08-28 08:33:03,61.0259025,69.0982628,219863,2559,,,,14349.094758468467,,,1.1639066145736208,64330,RUS,,,7403,2
Kirov Oblast,Russia,2022-08-28 08:33:03,57.9665589,49.4074599,154491,1057,,,,12039.154077419777,,,0.6841822500987113,64331,RUS,,,1640,4
Komi Republic,Russia,2022-08-28 08:33:03,63.9881421,54.3326073,175154,3204,,,,20830.018326191945,,,1.8292474051406191,64332,RUS,,,1845,2
Kostroma Oblast,Russia,2022-08-28 08:33:03,58.424756,44.2533273,91409,1414,,,,14208.858988627817,,,1.5468936319180824,64333,RUS,,,1778,5
Krasnodar Krai,Russia,2022-08-28 08:33:03,45.7684014,39.0261044,287693,11000,,,,5134.239446623669,,,3.8235202107802415,64334,RUS,,,22002,20
Krasnoyarsk Krai,Russia,2022-08-28 08:33:03,63.3233807,97.0979974,382123,10940,,,,13284.317696142218,,,2.8629525048217457,64335,RUS,,,13888,28
Kurgan Oblast,Russia,2022-08-28 08:33:03,55.7655302,64.5632681,107143,1445,,,,12671.59213612178,,,1.348664868446842,64336,RUS,,,1538,1
Kursk Oblast,Russia,2022-08-28 08:33:03,51.6568453,36.4852695,124811,2502,,,,11191.432852389224,,,2.0046310020751377,64337,RUS,,,4420,4
Leningrad Oblast,Russia,2022-08-28 08:33:03,60.1853296,32.3925325,207162,3496,,,,11421.334909384414,,,1.68756818335409,64338,RUS,,,15910,3
Lipetsk Oblast,Russia,2022-08-28 08:33:03,52.6935178,39.1122664,158584,3819,,,,13787.503227696723,,,2.4081874590122583,64339,RUS,,,4729,12
Magadan Oblast,Russia,2022-08-28 08:33:03,62.48858785,153.9903764,20210,390,,,,14025.858658764251,,,1.929737753587333,64340,RUS,,,316,0
Mari El Republic,Russia,2022-08-28 08:33:03,56.5767504,47.8817512,45802,1087,,,,6712.558237693325,,,2.373258809658967,64341,RUS,,,875,0
Mordovia Republic,Russia,2022-08-28 08:33:03,54.4419829,44.4661144,71733,1395,,,,8910.311829239208,,,1.944711638994605,64342,RUS,,,2618,2
Moscow,Russia,2022-08-28 08:33:03,55.7504461,37.6174943,3004574,45021,,,,24024.16093816416,,,1.4984154159624623,64343,RUS,,,185430,568
Moscow Oblast,Russia,2022-08-28 08:33:03,55.5043158,38.0353929,1049595,15256,,,,13988.286619972188,,,1.4535130216893182,64344,RUS,,,54752,54
Murmansk Oblast,Russia,2022-08-28 08:33:03,68.0000418,33.9999151,136655,3342,,,,18134.66001908283,,,2.4455746222238486,64345,RUS,,,1419,4
Nenets Autonomous Okrug,Russia,2022-08-28 08:33:03,68.27557185,57.1686375,7510,101,,,,17069.345637202536,,,1.3448735019973368,64346,RUS,,,87,0
Nizhny Novgorod Oblast,Russia,2022-08-28 08:33:03,55.4718033,44.0911594,439213,11623,,,,13577.949716083334,,,2.6463242208222435,64347,RUS,,,12878,25
North Ossetia - Alania Republic,Russia,2022-08-28 08:33:03,42.7933611,44.6324493,42292,1258,,,,6026.51884890241,,,2.974557835997352,64348,RUS,,,1149,3
Novgorod Oblast,Russia,2022-08-28 08:33:03,58.2843833,32.5169757,104721,1039,,,,17267.130109023274,,,0.992160120701674,64349,RUS,,,3255,3
Novosibirsk Oblast,Russia,2022-08-28 08:33:03,54.9720169,79.4813924,268454,5703,,,,9625.978315785473,,,2.1243863008187622,64350,RUS,,,6755,6
Omsk Oblast,Russia,2022-08-28 08:33:03,56.0935263,73.5099936,216287,4448,,,,11034.594998880148,,,2.056526744557001,64351,RUS,,,6065,18
Orel Oblast,Russia,2022-08-28 08:33:03,52.9685433,36.0692477,118154,1940,,,,15811.906906284,,,1.6419249454102274,64352,RUS,,,3522,7
Orenburg Oblast,Russia,2022-08-28 08:33:03,52.0269262,54.7276647,222903,4027,,,,11270.705661064256,,,1.806615433619108,64353,RUS,,,4681,1
Penza Oblast,Russia,2022-08-28 08:33:03,53.1655415,44.7879181,193005,6032,,,,14493.618842718271,,,3.1253076345172404,64354,RUS,,,3915,43
Perm Krai,Russia,2022-08-28 08:33:03,58.5951603,56.3159546,386047,8863,,,,14717.081401475036,,,2.295834445028714,64355,RUS,,,12465,12
Primorsky Krai,Russia,2022-08-28 08:33:03,45.0819456,134.726645,188767,1966,,,,9867.399323693164,,,1.0414956003962557,64356,RUS,,,11558,0
Pskov Oblast,Russia,2022-08-28 08:33:03,57.5358729,28.8586826,114929,1893,,,,18055.097353529836,,,1.6471038641248077,64357,RUS,,,2984,12
Rostov Oblast,Russia,2022-08-28 08:33:03,47.6222451,40.7957942,398409,10972,,,,9439.960459211476,,,2.753953851444119,64358,RUS,,,15960,5
Ryazan Oblast,Russia,2022-08-28 08:33:03,54.4226732,40.5705246,130341,3419,,,,11622.29351728172,,,2.6231193561504056,64359,RUS,,,6732,3
Saint Petersburg,Russia,2022-08-28 08:33:03,59.9606739,30.1586551,1643570,34651,,,,30709.82738019053,,,2.108276495677093,64360,RUS,,,91404,324
Sakha (Yakutiya) Republic,Russia,2022-08-28 08:33:03,66.941626,129.642371,193326,2127,,,,20047.701512967556,,,1.1002141460538155,64361,RUS,,,10687,5
Sakhalin Oblast,Russia,2022-08-28 08:33:03,49.7219665,143.448533,66001,828,,,,13464.61817165496,,,1.2545264465689914,64362,RUS,,,812,0
Samara Oblast,Russia,2022-08-28 08:33:03,53.2128813,50.8914633,402556,7954,,,,12605.424620026715,,,1.975874164091456,64363,RUS,,,14676,25
Saratov Oblast,Russia,2022-08-28 08:33:03,51.6520555,46.8631952,262126,6001,,,,10642.765788992874,,,2.289357026773384,64364,RUS,,,5451,0
Smolensk Oblast,Russia,2022-08-28 08:33:03,55.0343496,33.0192065,135792,3101,,,,14303.711599961236,,,2.2836396842229294,64365,RUS,,,3377,16
Stavropol Krai,Russia,2022-08-28 08:33:03,44.8632577,43.4406913,209766,7098,,,,7489.839945670221,,,3.383770487114213,64366,RUS,,,8499,5
Sverdlovsk Oblast,Russia,2022-08-28 08:33:03,58.6414755,61.8021546,465586,10800,,,,10764.357069269428,,,2.319657378013944,64367,RUS,,,14113,23
Tambov Oblast,Russia,2022-08-28 08:33:03,52.9019574,41.3578918,120529,2462,,,,11661.629023019645,,,2.042661931983174,64368,RUS,,,2703,15
Tatarstan Republic,Russia,2022-08-28 08:33:03,55.7648572,52.43104273,156418,2000,,,,4016.604849569266,,,1.2786252221611325,64369,RUS,,,2617,4
Tomsk Oblast,Russia,2022-08-28 08:33:03,58.6124279,82.0475315,137179,885,,,,12722.020254479356,,,0.6451424780760904,64370,RUS,,,3798,15
Tula Oblast,Russia,2022-08-28 08:33:03,53.9570701,37.3690909,169331,5274,,,,11350.365819734492,,,3.114609846986081,64371,RUS,,,9663,24
Tver Oblast,Russia,2022-08-28 08:33:03,57.1134475,35.1744428,169139,2760,,,,13174.12236257013,,,1.6317939682746143,64372,RUS,,,4980,4
Tyumen Oblast,Russia,2022-08-28 08:33:03,58.8206488,70.3658837,204598,4341,,,,5541.0573069006605,,,2.121721619957184,64373,RUS,,,11032,1
Tyva Republic,Russia,2022-08-28 08:33:03,51.4017149,93.8582593,48439,353,,,,15056.166504000348,,,0.7287516257561056,64374,RUS,,,3918,0
Udmurt Republic,Russia,2022-08-28 08:33:03,57.1961165,52.6959832,172826,3856,,,,11422.404107216977,,,2.231145776677121,64375,RUS,,,4704,9
Ulyanovsk Oblast,Russia,2022-08-28 08:33:03,54.1463177,47.2324921,208333,4732,,,,16711.855596501897,,,2.271363634181814,64376,RUS,,,3972,7
Vladimir Oblast,Russia,2022-08-28 08:33:03,56.0503336,40.6561633,155603,3507,,,,11289.183994915613,,,2.253812587160916,64377,RUS,,,2797,8
Volgograd Oblast,Russia,2022-08-28 08:33:03,49.6048339,44.2903582,233807,6900,,,,9273.359997080845,,,2.9511520185452103,64378,RUS,,,6351,4
Vologda Oblast,Russia,2022-08-28 08:33:03,60.0391461,43.1215213,196480,3880,,,,16697.700071981635,,,1.974755700325733,64379,RUS,,,3059,3
Voronezh Oblast,Russia,2022-08-28 08:33:03,50.9800393,40.1506507,405503,8371,,,,17375.46319942685,,,2.064349708880082,64380,RUS,,,13397,15
Yamalo-Nenets Autonomous Okrug,Russia,2022-08-28 08:33:03,67.1471631,74.3415488,139511,1043,,,,25905.07420893627,,,0.7476112994674255,64381,RUS,,,1759,0
Yaroslavl Oblast,Russia,2022-08-28 08:33:03,57.7781976,39.0021095,167227,2830,,,,13212.38160551923,,,1.6923104522595036,64382,RUS,,,2501,0
Zabaykalsky Krai,Russia,2022-08-28 08:33:03,52.248521,115.956325,173276,2351,,,,16151.662089883912,,,1.3567949398647243,64383,RUS,,,3530,2
Andalusia,Spain,2022-08-28 08:33:03,37.5443,-4.7278,1576374,14352,,,,18705.331000468115,,,0.9104438413726692,72401,ESP,,,11348,216
Aragon,Spain,2022-08-28 08:33:03,41.5976,-0.9057,455668,5165,,,,34504.98490821499,,,1.1335007066548453,72402,ESP,,,2970,157
Asturias,Spain,2022-08-28 08:33:03,43.3614,-5.8593,255492,3060,,,,24994.20370669289,,,1.197689164435677,72403,ESP,,,2393,39
Baleares,Spain,2022-08-28 08:33:03,39.710358,2.995148,307722,1524,,,,25897.72937671475,,,0.4952522081619124,72404,ESP,,,2293,51
C. Valenciana,Spain,2022-08-28 08:33:03,39.484,-0.7533,1542354,9938,,,,31002.283632320123,,,0.6443397559833864,72411,ESP,,,15548,199
Canarias,Spain,2022-08-28 08:33:03,28.2916,-16.6291,440106,2036,,,,19942.262928876284,,,0.4626158243695837,72405,ESP,,,6765,80
Cantabria,Spain,2022-08-28 08:33:03,43.1828,-3.9878,157605,955,,,,27096.611139861187,,,0.6059452428539703,72406,ESP,,,1750,17
Castilla - La Mancha,Spain,2022-08-28 08:33:03,39.2796,-3.0977,584295,7767,,,,28714.0205525936,,,1.3292942777193026,72407,ESP,,,7663,113
Castilla y Leon,Spain,2022-08-28 08:33:03,41.8357,-4.3976,815366,9117,,,,33864.46919155903,,,1.1181481690431043,72408,ESP,,,7420,176
Catalonia,Spain,2022-08-28 08:33:03,41.5912,1.5209,2623379,20380,,,,34671.28689867125,,,0.7768606823489858,72409,ESP,,,13377,310
Ceuta,Spain,2022-08-28 08:33:03,35.8894,-5.3213,24207,186,,,,28536.231713211284,,,0.7683727847316891,72410,ESP,,,258,10
Extremadura,Spain,2022-08-28 08:33:03,39.4937,-6.0679,301185,2607,,,,28269.027166649143,,,0.865580955226854,72412,ESP,,,3720,58
Galicia,Spain,2022-08-28 08:33:03,42.5751,-8.1339,724136,3867,,,,26815.471991426584,,,0.5340157097561784,72413,ESP,,,5374,65
La Rioja,Spain,2022-08-28 08:33:03,42.2871,-2.5396,108278,945,,,,34530.616670546704,,,0.8727534679251556,72419,ESP,,,704,8
Madrid,Spain,2022-08-28 08:33:03,40.4168,-3.7038,1914081,19099,,,,28819.36398626305,,,0.9978156619286228,72414,ESP,,,13098,40
Melilla,Spain,2022-08-28 08:33:03,35.2923,-2.9381,24661,167,,,,29119.48423053761,,,0.6771825960017842,72415,ESP,,,436,0
Murcia,Spain,2022-08-28 08:33:03,37.9922,-1.1307,453669,2423,,,,30495.414620112217,,,0.5340898320140895,72416,ESP,,,4189,34
Navarra,Spain,2022-08-28 08:33:03,42.6954,-1.6761,254990,1700,,,,39232.49008379158,,,0.6666928114828032,72417,ESP,,,1359,46
Pais Vasco,Spain,2022-08-28 08:33:03,42.9896,-2.6189,769408,7166,,,,35328.30091648759,,,0.9313654134087508,72418,ESP,,,5732,116
Unknown,Spain,2022-08-28 08:33:03,,,0,0,,,,,,,,72420,ESP,,,0,0
Blekinge,Sweden,2022-08-28 08:33:03,56.2784,15.018,30360,172,,,,19021.84128416225,,,0.5665349143610013,75201,SWE,,,288,3
Dalarna,Sweden,2022-08-28 08:33:03,61.0917,14.6664,73032,511,,,,25361.32737892668,,,0.6996932851352832,75202,SWE,,,1392,15
Gavleborg,Sweden,2022-08-28 08:33:03,61.3012,16.1534,74360,725,,,,25874.967812876243,,,0.9749865519096288,75203,SWE,,,292,7
Gotland,Sweden,2022-08-28 08:33:03,57.4684,18.4867,11734,76,,,,19659.55165365412,,,0.6476904721322652,75204,SWE,,,126,4
Halland,Sweden,2022-08-28 08:33:03,56.8967,12.8034,107383,480,,,,32165.23687426613,,,0.4469981281953382,75205,SWE,,,1059,11
Jamtland Harjedalen,Sweden,2022-08-28 08:33:03,63.1712,14.9592,33912,180,,,,25924.623499732435,,,0.5307855626326964,75206,SWE,,,624,0
Jonkoping,Sweden,2022-08-28 08:33:03,57.3708,14.3439,88149,713,,,,24243.46601613316,,,0.8088577295261432,75207,SWE,,,777,13
Kalmar,Sweden,2022-08-28 08:33:03,57.235,16.1849,61383,368,,,,25008.759564221866,,,0.5995145235651564,75208,SWE,,,497,7
Kronoberg,Sweden,2022-08-28 08:33:03,56.7183,14.4115,50538,402,,,,25084.75249293936,,,0.7954410542562033,75209,SWE,,,509,11
Norrbotten,Sweden,2022-08-28 08:33:03,66.8309,20.3992,50067,433,,,,20019.35280075812,,,0.8648411129087024,75210,SWE,,,511,17
Orebro,Sweden,2022-08-28 08:33:03,59.535,15.0066,96280,509,,,,31587.40834303899,,,0.5286663896967179,75211,SWE,,,1494,25
Ostergotland,Sweden,2022-08-28 08:33:03,58.3454,15.5198,96947,847,,,,20826.64690275943,,,0.8736732441437074,75212,SWE,,,899,19
Skane,Sweden,2022-08-28 08:33:03,55.9903,13.5958,343368,2490,,,,24920.980645610805,,,0.7251694974488013,75213,SWE,,,2153,54
Sormland,Sweden,2022-08-28 08:33:03,59.0336,16.7519,66341,626,,,,22296.49794985548,,,0.9436095325665876,75214,SWE,,,1149,22
Stockholm,Sweden,2022-08-28 08:33:03,59.6025,18.1384,589030,5455,,,,24779.55105442347,,,0.9260988404665296,75215,SWE,,,6288,110
Uppsala,Sweden,2022-08-28 08:33:03,60.0092,17.2715,92211,707,,,,24031.242100215524,,,0.7667198056630987,75216,SWE,,,908,11
Varmland,Sweden,2022-08-28 08:33:03,59.7294,13.2354,67606,375,,,,23938.614941185635,,,0.5546844954589829,75217,SWE,,,978,12
Vasterbotten,Sweden,2022-08-28 08:33:03,65.3337,16.5162,58628,353,,,,21575.352548061357,,,0.6021013850037524,75218,SWE,,,991,19
Vasternorrland,Sweden,2022-08-28 08:33:03,63.4276,17.7292,55202,637,,,,22499.561845060263,,,1.1539436976921127,75219,SWE,,,661,9
Vastmanland,Sweden,2022-08-28 08:33:03,59.6714,16.2159,77451,512,,,,28077.72480922257,,,0.6610631237814877,75220,SWE,,,628,10
Vastra Gotaland,Sweden,2022-08-28 08:33:03,58.2528,13.0596,440441,3239,,,,25519.778014822576,,,0.7353992929813528,75221,SWE,,,2484,73
Alabama,US,2022-08-28 08:33:03,32.3182,-86.9023,1479605,20048,,,1,30176.405744429387,8142577,,1.3549562214239612,84000001,USA,166067.09720314448,,55194,157
Alaska,US,2022-08-28 08:33:03,61.3707,-152.4044,293076,1338,,,2,40062.60722170201,,,0.4565368709822708,84000002,USA,,,9433,29
American Samoa,US,2022-08-28 08:33:03,-14.271,-170.132,8168,34,,,60,14679.822433097896,,,0.4162585700293829,16,ASM,,,697,1
Arizona,US,2022-08-28 08:33:03,33.7298,-111.4312,2245713,31047,,,4,30853.143486688656,20585287,,1.3825007915080867,84000004,USA,282814.773537699,,49284,279
Arkansas,US,2022-08-28 08:33:03,34.9697,-92.3731,929156,11905,,,5,30789.14336385001,5443077,,1.2812703141345478,84000005,USA,180365.4909331421,,25601,186
California,US,2022-08-28 08:33:03,36.1162,-119.6816,11057328,94812,,,6,27984.575810882623,182506932,,0.8574585107722227,84000006,USA,461899.9341039354,,352819,1321
Colorado,US,2022-08-28 08:33:03,39.0598,-105.3111,1627006,13151,,,8,28252.83187143845,19781049,,0.8082944992212691,84000008,USA,343496.36795296747,,24583,73
Connecticut,US,2022-08-28 08:33:03,41.5978,-72.7554,873137,11197,,,9,24489.94989744164,14648536,,1.2823875291048257,84000009,USA,410865.5488323941,,19027,95
Delaware,US,2022-08-28 08:33:03,39.3185,-75.5071,301797,3042,,,10,30992.82783097342,3514058,,1.007962305788328,84000010,USA,360873.6819188222,,7756,18
Diamond Princess,US,2022-08-28 08:33:03,,,49,0,,,88888,,,,0.0,84088888,USA,,,0,0
District of Columbia,US,2022-08-28 08:33:03,38.8974,-77.0268,165774,1381,,,11,23489.087480109785,,,0.8330618794262068,84000011,USA,,,3255,17
Florida,US,2022-08-28 08:33:03,27.7663,-81.6868,7041916,79573,,,12,32787.04828166953,62287995,,1.129990758197059,84000012,USA,290011.90861029725,,208883,2008
Georgia,US,2022-08-28 08:33:03,33.0406,-83.6431,2852706,39632,,,13,26868.15812085475,19739514,,1.389277408888263,84000013,USA,185916.243517848,,101791,582
Grand Princess,US,2022-08-28 08:33:03,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,,0,0
Guam,US,2022-08-28 08:33:03,13.4443,144.7937,57676,389,,,66,35119.254212106265,504344,,0.6744573132672169,316,GUM,307098.01557581185,,2468,9
Hawaii,US,2022-08-28 08:33:03,21.0943,-157.4983,337737,1632,,,15,23853.639312028205,4258491,,0.483216230380444,84000015,USA,300768.0779053474,,11793,61
Idaho,US,2022-08-28 08:33:03,44.2405,-114.4788,488067,5107,,,16,27311.09388858268,1268750,,1.046372731612668,84000016,USA,70996.29839989032,,9405,72
Illinois,US,2022-08-28 08:33:03,40.3495,-88.9861,3670258,39284,,,17,28963.935017705822,,,1.070333475194387,84000017,USA,,,106605,402
Indiana,US,2022-08-28 08:33:03,39.8494,-86.2583,1887358,24411,,,18,28034.708912470014,20785484,,1.2933953176874764,84000018,USA,308746.4029319308,,58624,305
Iowa,US,2022-08-28 08:33:03,42.0115,-93.2105,838125,9907,,,19,26564.386844031986,,,1.1820432513049963,84000019,USA,,,20966,125
Kansas,US,2022-08-28 08:33:03,38.5266,-96.7265,859119,8958,,,20,29489.406222604222,,,1.0426960642239318,84000020,USA,,,23619,-13
Kentucky,US,2022-08-28 08:33:03,37.6681,-84.6701,1530726,16665,,,21,34262.26583727144,,,1.0886990878837886,84000021,USA,,,65609,277
Louisiana,US,2022-08-28 08:33:03,31.1695,-91.8678,1422451,17843,,,22,30598.27989796924,14365350,,1.2543841580483264,84000022,USA,309012.401926177,,44785,272
Maine,US,2022-08-28 08:33:03,44.6939,-69.3819,282106,2508,,,23,20986.719356768128,4482861,,0.88902752865944,84000023,USA,333493.6007117925,,6109,41
Maryland,US,2022-08-28 08:33:03,39.0639,-76.8021,1218315,15151,,,24,20151.827420571382,22718531,,1.243602844912851,84000024,USA,375781.2355268555,,38910,178
Massachusetts,US,2022-08-28 08:33:03,42.2302,-71.5301,2005250,21390,,,25,29093.204602159767,46932454,,1.0666999127290862,84000025,USA,680920.3274920591,,38331,214
Michigan,US,2022-08-28 08:33:03,43.3266,-84.5361,2751201,37909,,,26,27548.21662110512,25870108,,1.3779073212026312,84000026,USA,259041.5382937795,,78889,481
Minnesota,US,2022-08-28 08:33:03,45.6945,-93.9002,1630819,13429,,,27,28917.1172870854,,,0.823451284293352,84000027,USA,,,40255,136
Mississippi,US,2022-08-28 08:33:03,32.7416,-89.6787,904905,12766,,,28,30405.23172730935,,,1.4107558251971202,84000028,USA,,,29773,118
Missouri,US,2022-08-28 08:33:03,38.4561,-92.2884,1611411,21399,,,29,26255.47704999553,,,1.327966608146525,84000029,USA,,,37601,266
Montana,US,2022-08-28 08:33:03,46.9219,-110.4544,304169,3504,,,30,28459.511704020853,3043035,,1.151991162807518,84000030,USA,284720.9616964421,,7570,31
Nebraska,US,2022-08-28 08:33:03,41.1254,-98.2681,527989,4455,,,31,27294.60382711403,,,0.8437675784912185,84000031,USA,,,12131,89
Nevada,US,2022-08-28 08:33:03,38.3135,-117.0554,832161,11375,,,32,27016.845900012857,,,1.3669229872584752,84000032,USA,,,13120,154
New Hampshire,US,2022-08-28 08:33:03,43.4525,-71.5639,343491,2657,,,33,25262.059364085457,,,0.7735282729387378,84000033,USA,,,5188,30
